id,mathematics_interest,physics_interest,chemistry_interest,biology_interest,computer_interest,accountancy_interest,economics_interest,business_interest,history_political_science_interest,psychology_interest,logical_reasoning,numerical_ability,scientific_interest,problem_solving,communication,leadership,creativity,empathy,research_interest,public_speaking,technology_interest,medical_healthcare_interest,business_finance_interest,social_issues_interest,government_public_service_interest,law_debate_interest,teaching_interest,long_study_willingness,stress_tolerance,risk_tolerance,teamwork,people_interaction,career_choice
4099,9,2,1,2,7,8,7,8,1,5,7,9,4,7,6,5,7,4,4,6,5,1,9,6,3,4,1,7,5,5,6,5,Finance / Banking
4100,8,4,1,1,4,8,7,7,2,3,6,7,3,7,5,4,6,6,5,4,4,3,10,2,5,3,5,9,7,2,7,6,CA / Accounting
4101,5,4,10,9,5,3,1,5,5,6,7,6,10,6,7,5,3,6,8,2,3,9,3,2,1,2,4,5,7,4,5,4,Pharmacy
4102,4,5,8,9,4,1,5,4,4,5,5,3,9,7,6,8,5,8,6,3,4,10,3,5,2,1,5,9,8,4,8,8,Dentist
4103,4,4,2,8,3,2,3,3,4,7,7,7,7,7,10,5,6,10,9,9,1,7,5,9,4,4,8,8,10,5,8,9,Psychology
4104,4,2,6,5,5,1,4,4,6,3,6,4,3,6,8,7,10,5,9,7,9,4,3,6,6,9,7,9,8,6,10,10,Journalism / Media
4105,4,4,6,3,6,8,7,5,3,3,8,5,6,8,8,7,8,7,2,6,7,3,9,6,4,6,6,6,6,9,7,8,Business / Management
4106,4,5,7,8,4,1,2,4,2,4,4,5,7,6,8,6,4,8,5,2,6,7,6,4,1,5,6,9,8,2,4,10,MBBS / Doctor
4107,6,6,5,9,5,1,3,4,2,6,7,7,7,8,8,2,5,8,3,6,5,9,3,4,4,4,6,6,8,4,9,7,MBBS / Doctor
4108,4,3,5,10,4,2,1,1,3,2,6,3,8,7,8,5,8,7,6,6,4,6,3,3,2,1,5,6,9,5,8,7,Dentist
4109,5,3,7,9,6,1,5,3,6,6,9,3,9,7,7,10,5,8,5,6,6,9,5,7,4,5,6,8,8,3,10,7,MBBS / Doctor
4110,8,3,10,8,1,5,3,6,5,6,6,5,10,8,9,5,6,7,10,1,5,9,6,5,3,4,9,8,7,5,7,6,Pharmacy
4111,4,6,5,4,6,4,6,5,9,7,8,5,5,7,10,9,6,8,7,9,3,5,6,10,9,7,9,6,8,7,9,9,Civil Services
4112,4,5,6,10,5,2,1,2,2,5,5,4,7,7,7,5,5,6,5,5,1,10,3,5,3,3,4,9,5,2,6,10,MBBS / Doctor
4113,9,3,4,3,5,10,9,6,5,5,7,8,3,4,4,7,4,5,7,1,9,2,9,7,5,4,3,6,6,8,8,7,Finance / Banking
4114,6,6,3,2,6,4,6,3,8,5,8,4,5,8,6,9,7,5,6,5,5,3,5,6,10,8,6,10,9,4,7,8,Civil Services
4115,8,4,2,4,4,5,5,8,4,7,8,7,4,9,7,8,9,6,4,7,9,5,6,2,3,4,6,7,6,7,6,9,Business / Management
4116,8,5,5,4,9,8,6,6,5,4,8,7,6,10,6,6,7,6,3,6,8,2,8,3,1,3,1,6,8,5,9,9,Finance / Banking
4117,6,1,1,3,4,1,7,4,8,5,9,2,3,4,7,5,6,8,4,8,3,4,4,6,6,7,5,7,7,2,5,7,Law
4118,1,3,4,2,8,3,5,6,6,4,4,6,2,6,10,6,10,8,6,8,8,1,6,8,4,6,7,4,7,6,8,10,Journalism / Media
4119,2,5,7,8,6,2,4,4,1,4,5,4,8,6,9,6,8,4,7,6,3,10,3,4,1,3,3,8,6,5,8,9,Dentist
4120,8,6,6,9,4,3,3,2,5,6,4,7,8,9,10,6,9,8,6,5,5,8,2,5,5,2,6,8,9,6,9,9,Dentist
4121,5,5,6,2,5,5,9,7,5,5,8,7,5,9,7,10,10,6,4,7,8,3,5,6,3,6,2,6,7,5,9,7,Business / Management
4122,5,2,2,4,4,3,8,5,10,5,6,5,5,9,8,9,3,8,8,10,4,1,4,5,10,10,6,7,7,6,8,10,Civil Services
4123,4,2,2,2,8,8,7,5,4,4,9,9,3,4,7,8,3,2,3,5,4,2,7,4,4,5,3,7,6,3,5,4,CA / Accounting
4124,7,4,2,1,7,7,7,8,5,3,10,7,4,9,1,4,4,5,5,1,6,1,8,3,4,3,4,6,7,4,7,5,Finance / Banking
4125,4,2,4,3,7,5,6,9,3,6,7,8,3,6,8,10,4,7,4,6,7,2,6,2,5,4,5,7,8,6,10,10,Business / Management
4126,8,4,3,3,6,8,7,8,7,3,8,8,4,8,7,5,4,4,3,6,8,4,9,5,3,3,7,6,9,7,5,6,Finance / Banking
4127,10,8,8,3,8,2,5,1,5,5,8,7,5,9,4,6,10,7,4,4,9,3,2,5,4,6,4,8,5,5,8,7,Engineering
4128,4,3,2,4,2,1,6,5,8,5,7,2,4,8,7,5,4,7,6,8,5,3,5,9,8,5,4,8,8,4,9,8,Civil Services
4129,8,8,3,4,7,1,3,2,5,6,6,6,8,9,3,5,6,3,6,3,7,2,1,1,4,2,7,9,5,9,7,4,Engineering
4130,4,4,1,3,8,6,8,9,7,6,6,7,6,9,7,9,10,6,2,6,6,2,4,8,3,4,2,7,7,7,8,9,Business / Management
4131,8,2,2,2,9,8,9,6,1,3,6,9,4,8,6,5,4,5,8,5,7,5,9,3,4,6,5,7,4,4,7,6,Finance / Banking
4132,3,1,2,3,2,1,3,2,7,4,6,4,1,7,9,8,6,6,4,6,3,1,2,6,3,8,7,7,4,4,9,10,Journalism / Media
4133,7,5,3,1,7,9,8,5,5,3,8,8,2,8,7,6,5,4,7,5,6,3,10,5,4,3,2,6,5,7,5,6,Finance / Banking
4134,3,3,4,4,5,3,7,6,8,6,7,5,1,7,7,8,7,10,6,10,2,3,4,6,7,10,6,6,4,6,6,6,Law
4135,4,4,10,10,4,2,3,5,6,6,7,6,10,5,6,8,4,2,10,3,6,9,5,6,4,3,6,6,9,1,7,6,Pharmacy
4136,1,1,3,5,5,4,2,1,5,9,6,3,6,8,8,5,7,7,5,8,4,6,2,9,7,3,8,6,7,4,6,9,Psychology
4137,9,3,2,1,4,8,9,7,4,3,8,7,3,7,4,9,4,5,3,1,9,2,6,2,7,4,1,5,6,7,7,4,Finance / Banking
4138,7,4,4,3,9,9,7,7,5,2,8,7,4,6,8,6,6,3,5,3,9,1,9,5,3,3,5,4,9,7,5,6,Finance / Banking
4139,2,4,4,6,2,2,6,4,8,10,5,3,4,9,8,7,9,8,5,9,3,6,3,9,2,5,9,7,5,1,8,8,Psychology
4140,4,1,3,3,7,3,2,5,7,5,7,5,2,10,8,10,4,5,7,6,6,3,5,9,5,8,4,7,5,6,6,8,Law
4141,9,4,3,2,8,6,10,8,3,2,8,9,5,7,8,3,6,4,6,7,9,3,10,7,7,4,6,8,8,9,8,5,Finance / Banking
4142,1,5,6,10,4,3,3,1,4,4,5,3,7,8,7,7,3,8,6,6,6,9,1,5,4,5,7,9,6,4,8,8,MBBS / Doctor
4143,9,8,7,1,10,1,3,3,6,5,8,7,5,10,7,8,8,1,5,6,8,3,2,6,5,5,4,7,5,6,3,4,Engineering
4144,2,4,6,6,2,4,2,2,4,2,5,3,7,6,6,1,8,7,1,1,3,6,1,3,1,1,4,6,6,4,3,7,Dentist
4145,5,1,3,2,3,9,6,6,1,1,7,7,3,6,5,5,3,4,5,1,3,1,10,3,2,3,4,6,6,2,5,5,CA / Accounting
4146,6,4,3,4,6,4,5,6,6,5,9,6,5,8,8,9,8,5,6,10,10,3,6,5,4,5,4,4,8,3,9,7,Business / Management
4147,6,4,2,6,6,8,7,9,4,6,10,6,7,9,10,6,10,7,5,9,8,2,4,8,4,5,5,9,7,9,8,7,Business / Management
4148,7,2,3,6,5,3,6,5,8,10,9,4,6,8,9,4,5,10,10,8,5,7,3,8,5,4,6,10,7,2,7,8,Psychology
4149,4,5,7,1,3,1,2,2,6,7,6,7,8,8,7,4,7,8,8,10,8,4,2,5,3,6,8,7,5,3,6,10,Teaching / Professor
4150,5,2,9,6,4,1,2,2,5,5,5,6,8,9,5,4,3,8,6,3,4,7,4,7,4,1,6,8,5,4,6,8,Pharmacy
4151,3,2,1,3,5,1,3,6,5,5,6,4,2,5,10,6,8,7,5,7,7,4,2,9,5,7,6,5,6,7,8,9,Journalism / Media
4152,6,5,2,1,6,6,3,8,7,8,8,7,4,10,8,5,8,8,6,9,4,1,5,9,6,10,4,9,6,6,7,10,Law
4153,4,3,8,7,5,2,4,3,2,7,6,5,10,7,7,6,6,8,8,4,7,10,3,4,4,3,9,9,10,5,8,7,MBBS / Doctor
4154,1,1,4,2,1,1,6,5,5,4,7,1,5,6,8,7,9,6,6,10,4,1,4,10,4,9,4,3,8,5,6,10,Journalism / Media
4155,4,3,2,4,6,5,7,8,2,7,8,8,5,7,4,6,8,5,3,3,6,1,5,6,2,3,5,7,6,9,6,6,Business / Management
4156,5,3,5,8,4,1,1,1,2,5,6,6,6,8,6,9,5,6,6,5,4,9,4,5,3,5,6,7,7,3,6,8,MBBS / Doctor
4157,4,1,6,2,6,5,6,5,7,6,6,4,5,8,9,7,9,8,7,9,7,3,3,10,5,9,5,3,6,5,8,10,Journalism / Media
4158,3,2,2,5,3,1,5,4,8,9,6,3,2,6,5,7,7,8,6,6,4,5,2,6,5,3,4,8,4,2,9,8,Psychology
4159,7,4,3,2,6,7,6,9,5,5,6,8,3,8,5,8,6,5,5,4,6,1,10,4,6,5,4,7,6,5,5,5,Finance / Banking
4160,3,1,2,6,7,1,3,6,7,8,7,1,2,5,10,9,10,6,9,8,7,6,3,7,7,6,3,8,7,7,10,10,Journalism / Media
4161,5,4,2,2,5,1,2,4,7,7,6,3,5,7,9,4,9,7,6,8,4,1,7,9,5,8,5,6,8,9,7,10,Journalism / Media
4162,3,3,4,5,8,5,7,10,2,8,6,6,4,6,9,9,8,6,7,10,9,3,5,6,5,6,3,7,10,7,9,7,Business / Management
4163,3,2,1,3,10,1,2,5,9,4,6,1,1,6,6,5,7,5,1,9,9,1,1,9,4,5,5,4,6,7,8,7,Journalism / Media
4164,5,6,6,1,8,4,4,3,7,5,7,5,6,7,6,7,6,8,7,8,5,3,3,8,5,7,10,8,9,3,6,9,Teaching / Professor
4165,3,2,1,5,1,3,5,4,5,8,8,8,6,9,8,6,7,10,5,3,4,8,4,9,7,7,7,7,4,4,10,10,Psychology
4166,4,4,2,3,7,3,3,4,7,4,10,6,5,10,9,5,9,8,6,10,5,2,4,9,7,8,8,7,9,8,9,10,Journalism / Media
4167,10,10,9,3,9,3,5,4,2,5,8,8,6,7,7,7,8,9,7,6,8,2,7,4,3,4,5,6,7,9,6,4,Engineering
4168,3,5,6,6,3,1,7,3,9,4,6,5,2,7,10,8,6,10,6,7,3,5,3,8,10,6,6,8,5,3,10,8,Civil Services
4169,8,3,5,5,8,7,8,5,7,3,7,9,4,9,7,6,5,4,8,5,9,2,7,7,6,5,2,7,10,9,7,9,Finance / Banking
4170,5,5,5,8,3,3,2,5,2,5,8,3,10,6,4,6,10,4,4,3,2,9,7,4,1,3,4,6,8,7,8,7,Dentist
4171,5,3,8,8,4,2,3,4,3,5,8,7,10,8,5,3,5,6,7,1,7,8,5,3,5,3,6,9,6,4,9,5,Pharmacy
4172,5,4,4,4,7,3,5,5,9,7,9,3,2,7,9,10,5,7,4,7,6,1,4,7,9,6,6,9,7,5,6,6,Civil Services
4173,3,5,5,7,5,5,6,3,7,4,4,4,7,7,8,7,5,6,7,8,5,1,1,5,2,3,9,5,4,2,9,9,Teaching / Professor
4174,8,2,3,2,6,6,7,4,1,1,5,8,2,6,8,5,6,2,5,6,7,1,8,4,4,5,2,7,7,6,6,8,Finance / Banking
4175,3,4,8,8,3,1,4,3,6,7,5,4,5,10,5,4,5,6,5,4,7,9,3,2,5,3,3,8,8,2,8,6,Pharmacy
4176,7,5,9,9,4,4,8,7,6,5,6,5,10,7,8,4,6,7,7,2,4,10,5,3,2,1,7,7,5,4,6,8,Pharmacy
4177,5,3,2,2,5,7,7,4,3,2,7,8,2,3,5,6,6,7,7,2,6,3,10,3,4,5,3,8,5,7,5,6,CA / Accounting
4178,6,2,3,2,5,8,8,6,2,2,9,6,3,7,5,4,4,3,3,5,5,1,8,5,6,5,6,7,8,3,5,7,CA / Accounting
4179,2,3,5,7,3,1,4,4,4,4,5,4,7,6,4,6,8,5,3,5,4,8,1,2,2,1,3,7,5,4,8,6,Dentist
4180,4,3,3,6,1,1,3,6,6,9,7,3,6,8,8,5,6,8,7,7,5,3,2,6,3,4,5,8,7,4,6,10,Psychology
4181,9,5,3,5,6,7,7,10,5,6,9,4,5,7,6,8,7,6,5,8,7,6,7,3,4,5,1,8,8,7,8,10,Business / Management
4182,5,5,9,10,4,2,1,4,3,3,5,4,6,9,6,7,6,7,5,2,7,9,4,2,4,1,4,8,5,3,6,5,Pharmacy
4183,4,5,7,8,5,1,1,5,6,7,6,5,6,8,6,7,5,9,3,6,4,9,3,4,1,1,5,6,5,4,6,9,Dentist
4184,4,3,3,6,4,3,2,5,6,8,8,6,6,8,8,7,7,8,5,4,8,5,3,7,5,7,7,7,6,4,8,8,Psychology
4185,6,2,1,4,4,5,3,4,10,4,7,4,1,8,6,8,4,7,6,8,5,4,5,7,5,10,7,8,5,5,6,6,Law
4186,8,4,2,1,6,8,10,6,2,2,8,9,5,9,7,4,5,1,4,4,7,2,8,3,4,4,5,6,7,5,5,3,Finance / Banking
4187,9,2,1,4,9,10,6,8,2,5,8,6,5,8,8,5,9,5,6,7,8,1,10,4,6,4,8,7,7,8,7,6,Finance / Banking
4188,6,4,8,8,5,3,4,5,3,5,8,3,8,5,4,4,5,5,7,2,4,5,2,3,3,4,6,7,6,6,6,5,Pharmacy
4189,6,5,9,9,7,3,4,4,4,6,4,6,10,10,7,5,7,6,5,3,3,8,6,3,4,1,5,5,5,5,6,5,Pharmacy
4190,5,6,6,9,4,2,2,5,3,5,4,5,8,7,7,4,8,7,4,3,4,10,3,3,1,1,4,8,7,2,7,5,Dentist
4191,4,1,3,5,4,3,3,5,6,5,8,2,1,8,7,6,8,4,4,8,7,3,4,8,5,10,3,7,9,5,8,6,Law
4192,9,2,3,5,5,7,8,6,2,4,8,10,2,8,8,8,5,5,4,5,9,4,9,5,3,3,4,7,8,6,8,3,Finance / Banking
4193,6,3,5,5,3,1,6,7,9,7,7,7,1,7,9,9,7,7,6,7,3,1,5,9,9,7,4,10,9,2,10,6,Civil Services
4194,8,9,7,7,10,4,5,4,4,4,5,7,10,10,6,7,5,6,9,5,7,3,6,5,3,8,4,7,6,6,7,8,Engineering
4195,6,6,7,10,4,2,2,6,3,6,7,4,5,8,7,8,9,9,6,3,5,9,4,3,3,1,4,9,7,6,5,8,Dentist
4196,10,5,4,4,5,9,9,7,6,2,8,10,5,7,6,6,6,4,5,5,7,2,8,5,5,3,5,9,8,8,9,7,Finance / Banking
4197,4,2,3,2,7,5,6,3,8,5,6,4,3,7,10,7,9,8,8,7,6,3,4,10,4,7,7,5,7,5,7,9,Journalism / Media
4198,3,2,4,2,7,3,7,7,10,7,10,4,2,7,8,7,7,6,7,6,4,2,5,7,8,10,7,7,8,5,6,10,Law
4199,2,2,4,3,7,3,5,5,8,4,8,3,3,8,7,6,5,4,5,10,5,2,3,7,7,10,6,9,7,4,6,9,Law
4200,6,3,3,4,7,6,8,8,4,4,8,5,5,9,8,9,7,7,4,7,9,4,7,5,7,5,5,7,8,8,8,9,Business / Management
4201,3,4,10,8,4,1,2,2,2,6,8,7,7,6,2,5,7,3,10,3,5,6,3,5,1,2,4,7,8,3,7,6,Pharmacy
4202,7,7,5,2,8,2,3,2,3,5,7,10,8,10,7,8,6,1,6,5,9,4,6,5,5,2,3,9,7,5,6,5,Engineering
4203,6,2,5,1,3,2,7,1,6,7,6,3,3,5,5,10,8,8,7,6,7,1,2,10,9,9,8,8,5,5,8,8,Civil Services
4204,6,5,6,10,5,4,6,3,6,7,8,3,8,7,10,6,7,8,6,4,3,9,2,4,5,7,9,9,8,6,9,9,MBBS / Doctor
4205,3,3,1,4,4,2,7,4,9,5,10,6,5,5,7,7,7,8,4,9,4,2,3,10,7,9,4,9,7,6,8,8,Law
4206,5,3,4,2,4,4,5,2,9,8,7,5,6,7,5,8,6,7,4,7,3,2,4,6,10,7,4,9,7,6,6,9,Civil Services
4207,3,3,1,5,7,2,4,4,8,4,8,2,1,5,8,8,10,5,4,10,7,3,4,9,3,5,4,3,5,7,8,10,Journalism / Media
4208,3,1,4,2,6,4,7,4,6,6,8,3,4,10,10,7,4,5,4,7,4,1,2,6,8,10,3,8,7,5,6,10,Law
4209,5,5,4,4,5,4,8,8,5,7,10,6,8,9,9,10,10,5,7,7,8,4,9,6,2,9,7,6,6,10,8,10,Business / Management
4210,9,4,2,2,5,9,10,6,5,6,7,6,4,8,7,8,5,8,3,4,6,2,10,3,3,3,4,7,7,5,7,9,Finance / Banking
4211,7,4,7,7,5,1,5,3,2,8,5,5,6,8,9,5,4,6,6,8,7,10,1,6,6,4,5,10,7,5,7,6,MBBS / Doctor
4212,7,2,2,4,3,2,5,8,5,4,10,4,1,8,8,6,5,5,3,7,6,3,4,5,5,6,5,8,8,7,8,8,Law
4213,3,5,10,6,5,3,6,5,3,6,6,7,6,6,6,7,3,7,8,2,5,9,2,4,3,3,6,5,4,2,6,5,Pharmacy
4214,7,8,6,4,8,3,5,3,5,4,7,8,7,10,4,7,7,4,5,3,6,4,6,2,2,5,4,8,6,5,6,2,Engineering
4215,5,5,6,8,5,5,3,3,3,2,7,3,9,8,6,4,6,5,4,2,8,8,3,2,1,1,4,7,7,4,6,6,Dentist
4216,5,7,2,6,6,4,7,8,4,6,4,4,5,9,8,9,8,7,2,6,6,3,4,3,3,6,4,5,8,7,9,8,Business / Management
4217,5,1,2,3,6,2,7,5,8,7,10,6,2,7,10,5,9,8,7,9,3,2,7,6,8,10,4,9,10,9,4,10,Law
4218,6,5,8,10,3,3,1,4,4,6,7,5,10,8,8,8,8,8,6,5,6,9,1,7,6,5,8,9,8,6,6,7,MBBS / Doctor
4219,5,4,4,5,5,2,5,5,10,5,9,7,3,10,7,5,7,10,4,8,4,1,8,6,10,8,5,7,9,5,9,8,Civil Services
4220,4,3,9,7,5,4,3,2,2,3,6,4,7,10,7,4,7,6,7,6,5,10,2,4,1,1,10,9,9,7,7,7,MBBS / Doctor
4221,5,3,2,4,6,9,8,4,4,4,7,9,3,8,6,5,7,5,6,4,9,2,8,6,3,4,2,6,8,6,7,6,Finance / Banking
4222,6,1,4,2,4,6,8,5,5,6,5,4,2,7,7,9,8,4,4,6,5,1,8,5,4,3,5,4,6,8,8,6,Business / Management
4223,5,2,2,5,8,1,8,4,7,6,6,2,5,4,8,5,9,8,8,7,8,1,3,10,6,8,6,9,9,7,8,8,Journalism / Media
4224,5,2,3,1,4,2,4,6,8,6,6,7,3,10,9,8,9,5,7,5,5,3,4,8,4,8,5,6,10,6,7,9,Law
4225,4,3,10,8,4,4,4,7,1,5,7,6,9,8,7,4,7,5,8,1,3,7,1,4,5,3,5,10,7,4,5,6,Pharmacy
4226,2,4,2,5,5,3,4,3,5,10,6,3,4,7,5,3,8,10,6,6,5,3,1,5,2,2,10,4,3,4,9,8,Psychology
4227,2,2,7,9,2,5,4,7,4,5,7,4,8,7,7,7,8,7,6,3,6,10,1,5,1,4,6,9,7,4,8,9,Dentist
4228,5,3,1,1,6,5,7,10,4,5,6,6,4,9,8,9,7,7,6,5,7,3,7,5,1,6,6,7,6,8,7,5,Business / Management
4229,9,8,5,3,9,3,3,4,4,3,10,8,9,9,6,4,7,5,4,4,8,4,4,3,4,3,1,6,8,4,7,8,Engineering
4230,7,3,2,2,9,4,7,5,3,2,8,7,5,5,4,4,5,5,4,5,3,1,9,4,4,4,4,9,8,4,8,6,Finance / Banking
4231,4,3,10,7,3,4,1,4,3,5,5,6,5,6,5,7,5,8,8,7,4,8,5,5,4,3,4,5,4,4,5,6,Pharmacy
4232,5,1,2,5,3,4,7,6,3,2,6,4,4,8,9,10,7,5,3,5,7,1,7,3,2,5,4,2,6,6,9,9,Business / Management
4233,10,5,1,5,7,10,6,5,6,3,7,7,1,7,7,6,4,6,7,2,6,2,9,5,7,2,5,9,7,5,6,5,CA / Accounting
4234,4,3,6,10,3,3,4,2,4,4,6,5,8,10,5,4,7,8,4,1,5,8,2,4,3,3,4,7,6,4,8,9,Dentist
4235,4,3,6,4,10,6,8,8,5,6,7,6,6,9,7,10,9,6,4,8,4,3,10,2,6,6,3,7,9,7,8,9,Business / Management
4236,7,3,2,2,4,9,5,7,3,1,8,10,3,7,5,9,7,6,7,2,4,6,9,2,5,3,5,7,8,3,4,4,CA / Accounting
4237,6,2,8,8,4,4,2,5,3,4,5,6,10,8,7,4,5,4,7,5,4,8,2,4,2,1,5,8,8,6,8,7,Pharmacy
4238,3,4,1,1,6,4,7,4,5,4,8,3,3,6,5,6,9,8,6,9,6,4,4,9,4,8,6,5,5,8,8,10,Journalism / Media
4239,7,3,7,8,5,1,4,5,10,5,6,6,6,7,6,5,8,10,6,10,2,4,3,7,3,6,9,8,6,5,8,9,Teaching / Professor
4240,6,6,4,9,3,1,7,3,4,4,4,4,9,6,7,6,7,10,4,6,4,7,3,4,4,2,3,7,8,3,4,9,Dentist
4241,4,3,7,8,4,1,6,5,2,9,6,4,6,7,7,7,6,10,5,4,1,6,5,9,4,6,6,7,4,4,6,8,Psychology
4242,3,2,3,4,3,2,6,6,4,5,5,5,3,6,8,6,10,4,7,7,6,1,2,9,8,7,4,6,7,6,7,8,Journalism / Media
4243,5,3,3,7,6,3,5,4,5,5,5,3,6,8,9,5,7,8,6,5,5,8,3,2,3,2,4,8,8,6,9,6,Dentist
4244,2,4,4,5,4,1,2,5,7,5,7,3,1,4,8,6,10,9,5,8,7,2,3,8,7,8,4,7,6,8,8,7,Journalism / Media
4245,7,4,7,9,4,6,3,3,4,4,7,4,9,6,6,5,4,5,3,5,3,10,2,6,5,2,6,10,9,5,7,9,MBBS / Doctor
4246,5,1,2,3,4,1,5,5,9,6,6,6,5,6,10,9,9,7,6,8,7,1,5,8,7,7,3,4,4,7,8,10,Journalism / Media
4247,4,5,1,3,4,2,4,4,7,6,6,4,3,7,8,7,9,8,5,9,5,3,4,10,5,8,4,5,6,8,10,10,Journalism / Media
4248,5,3,5,6,3,1,4,4,5,10,8,2,8,7,8,7,7,7,7,6,4,7,2,10,5,6,7,10,8,2,7,10,Psychology
4249,1,2,2,1,4,1,4,6,7,7,6,2,2,5,7,4,6,4,7,9,5,1,2,6,6,8,3,7,8,7,8,4,Law
4250,2,2,5,7,5,1,3,3,3,5,10,3,8,7,8,5,7,7,7,5,7,10,4,1,1,2,6,7,5,4,8,6,Dentist
4251,3,5,7,9,4,1,1,5,4,3,7,5,9,9,6,9,8,7,7,2,6,8,2,2,2,1,5,6,10,4,4,5,Dentist
4252,8,4,4,1,7,4,5,8,6,6,5,5,6,7,8,10,3,7,3,6,9,5,7,6,5,7,7,6,6,7,8,8,Business / Management
4253,9,2,1,3,3,7,10,6,6,1,9,6,3,8,6,5,3,6,3,3,7,1,10,3,4,4,5,6,4,5,8,7,Finance / Banking
4254,8,10,3,4,10,3,8,6,6,6,8,7,7,7,6,6,10,6,10,2,7,3,6,4,2,4,3,5,10,6,7,6,Engineering
4255,1,1,4,2,8,2,6,4,7,4,5,4,3,7,7,4,8,8,6,8,8,3,3,9,6,4,5,7,8,6,7,8,Journalism / Media
4256,5,3,6,7,5,5,5,5,5,9,7,6,4,7,7,7,6,8,7,7,5,6,3,10,4,6,10,9,8,6,10,10,Psychology
4257,7,7,6,7,3,3,4,4,2,4,9,4,7,7,9,6,8,8,5,3,5,10,5,8,4,1,7,9,4,2,6,10,Dentist
4258,2,1,4,4,7,4,3,6,9,9,9,2,4,8,9,8,10,5,7,7,6,5,6,9,5,9,8,6,6,7,7,10,Journalism / Media
4259,3,5,7,7,9,4,5,4,2,3,6,2,5,6,5,4,6,4,8,3,4,6,6,6,2,4,5,9,5,5,4,2,Pharmacy
4260,2,3,7,6,3,2,3,5,2,4,9,3,8,8,7,5,7,6,4,5,6,7,3,1,1,1,6,8,6,4,3,7,Dentist
4261,5,5,6,7,6,1,5,5,9,6,7,6,7,6,10,7,10,8,9,8,6,5,6,6,4,5,7,10,7,4,7,8,Teaching / Professor
4262,5,6,6,8,5,1,4,4,2,6,7,7,10,10,9,6,6,8,5,6,6,9,3,5,6,3,5,10,9,5,6,8,MBBS / Doctor
4263,9,7,4,5,7,5,7,4,1,7,8,7,8,9,8,5,7,3,7,5,9,3,3,3,5,6,4,7,7,6,5,4,Engineering
4264,3,4,5,5,6,2,4,2,3,4,7,6,7,9,6,4,6,7,7,9,5,4,1,6,4,5,9,10,6,1,5,7,Teaching / Professor
4265,1,4,10,9,7,1,2,5,3,7,5,7,9,7,6,5,2,6,8,5,5,9,4,4,3,3,6,6,6,3,6,4,Pharmacy
4266,5,4,6,10,2,5,5,3,1,5,4,5,7,8,7,4,6,4,5,1,3,8,2,6,1,1,3,7,8,4,9,8,Dentist
4267,5,1,1,3,5,5,5,5,9,4,6,4,5,9,9,9,6,5,5,9,4,2,2,6,8,8,5,5,8,5,9,8,Civil Services
4268,5,3,1,2,3,1,6,4,7,5,6,4,5,7,7,7,7,2,5,8,5,3,3,7,4,10,1,5,9,5,6,9,Law
4269,3,4,6,8,2,1,4,3,3,5,5,3,7,5,6,4,7,5,6,5,6,8,2,2,1,1,5,6,6,1,2,8,Dentist
4270,4,1,2,1,4,6,4,7,3,3,6,9,1,5,7,4,6,2,5,3,6,1,10,5,2,6,3,5,8,5,6,5,CA / Accounting
4271,2,2,4,5,3,1,3,4,4,10,8,4,5,9,8,5,6,10,9,7,4,6,1,8,2,7,9,10,5,4,9,7,Psychology
4272,5,3,3,3,3,1,6,5,9,7,10,4,3,6,7,6,7,5,6,7,3,3,5,6,6,8,6,9,6,5,7,7,Law
4273,6,9,6,6,8,2,7,2,6,7,10,7,6,8,4,5,8,6,5,6,10,6,5,6,5,6,3,7,7,6,8,7,Engineering
4274,6,7,5,8,6,2,5,3,7,6,9,1,9,8,4,6,4,7,7,5,6,9,6,5,5,4,6,7,9,6,10,9,MBBS / Doctor
4275,2,2,1,2,5,3,4,3,7,8,5,5,1,3,9,4,9,6,6,9,6,1,4,4,3,7,5,3,6,4,8,8,Journalism / Media
4276,2,4,6,10,4,3,5,4,3,7,6,2,6,7,7,6,8,4,4,4,3,8,2,4,2,3,7,7,8,3,5,7,Dentist
4277,7,4,3,4,8,6,6,10,6,7,7,7,7,10,10,10,9,6,4,8,6,4,9,8,3,6,6,7,9,9,10,10,Business / Management
4278,4,3,8,7,4,3,1,3,3,4,5,5,8,6,4,5,3,6,8,1,5,6,5,2,5,2,5,8,4,3,6,3,Pharmacy
4279,2,4,2,2,9,5,9,10,6,5,9,7,4,8,8,9,8,6,7,5,9,2,9,4,5,5,2,8,6,8,7,6,Business / Management
4280,2,3,2,6,4,1,5,4,9,7,7,5,3,6,7,9,6,6,6,8,4,3,5,10,8,9,6,6,6,6,9,9,Law
4281,7,5,3,4,6,5,8,7,2,3,4,9,3,6,4,5,5,4,4,2,6,1,8,4,3,6,3,3,6,5,10,5,Finance / Banking
4282,3,2,4,7,5,1,6,4,4,8,5,5,6,6,9,4,7,10,5,6,4,5,3,4,4,5,6,8,5,3,5,7,Psychology
4283,1,3,1,3,2,2,1,4,7,7,10,6,3,8,7,6,5,7,5,9,2,4,3,6,6,7,5,6,8,4,9,8,Law
4284,7,1,3,2,7,10,8,6,3,3,9,10,4,6,5,6,6,4,5,2,5,3,6,5,5,5,1,10,10,4,6,5,CA / Accounting
4285,6,2,1,2,5,9,8,2,1,3,7,6,2,7,4,4,1,3,3,1,4,1,10,2,2,6,4,5,7,2,7,4,CA / Accounting
